Ensembl_geneID,D14_CHD8_1,D14_CHD8_3,D14_CHD8_4,D14_H9_1,D14_H9_2,D14_H9_5,D21_CHD8_4,D21_CHD8_5,D21_CHD8_6,D21_H9_4,D21_H9_5,D21_H9_6,D7_CHD8_2,D7_CHD8_3,D7_CHD8_5,D7_H9_3,D7_H9_4,D7_H9_5
ENSG00000222041,19,84,7,46,68,7,18,42,40,60,55,42,16,17,48,35,50,46
ENSG00000234231,100,69,90,45,85,5,86,97,70,62,78,96,5,99,55,63,3,92
ENSG00000125551,75,62,89,94,11,82,50,49,75,73,46,93,28,92,52,16,82,60
ENSG00000185304,16,98,46,21,26,44,62,3,97,79,19,38,62,11,17,89,49,50
ENSG00000229604,44,87,7,37,97,89,13,96,6,71,65,70,60,66,76,42,21,26
ENSG00000233205,7,0,2,26,77,35,76,84,49,52,23,45,5,76,30,0,74,66
ENSG00000172086,1,71,98,17,22,71,76,38,70,93,15,56,51,92,89,87,58,26
ENSG00000144115,86,42,75,68,31,41,68,63,62,64,71,62,23,6,71,79,26,58
ENSG00000214336,62,24,78,71,53,35,74,74,19,7,92,64,84,92,31,57,18,94
ENSG00000172073,20,78,100,37,50,63,29,97,16,91,81,37,79,20,2,94,45,18
ENSG00000172071,34,99,73,9,63,31,19,20,91,63,99,11,62,52,58,5,50,1
ENSG00000234028,72,54,36,34,23,27,88,22,47,24,71,21,28,54,0,35,10,59
ENSG00000153574,81,55,89,28,40,20,32,60,45,26,75,25,38,1,10,57,37,28
ENSG00000230006,87,51,80,9,43,91,84,87,33,6,27,36,44,26,76,76,32,10
ENSG00000143429,13,64,91,98,38,18,75,75,18,78,100,97,32,85,4,13,83,80
ENSG00000232531,15,60,16,7,4,3,84,40,95,76,93,80,39,92,42,53,31,9
ENSG00000172005,86,52,40,83,42,80,30,22,30,18,69,24,26,14,37,16,52,83
ENSG00000144029,33,45,52,88,86,58,98,2,63,93,96,75,10,39,83,68,69,62
ENSG00000144026,44,87,22,10,5,29,62,21,84,3,86,75,68,68,42,58,65,76
ENSG00000163067,3,24,43,86,60,10,92,35,4,32,10,2,27,92,98,79,55,84
ENSG00000233757,0,23,87,75,7,37,17,8,20,16,39,68,76,10,56,27,37,21
ENSG00000155066,71,26,97,3,87,81,71,90,3,51,61,9,74,15,69,52,28,27
ENSG00000115041,36,37,34,89,93,34,60,1,27,49,7,78,68,70,10,90,28,74
ENSG00000115042,12,81,89,66,7,48,74,80,82,43,62,4,24,52,43,97,87,87
ENSG00000237510,80,29,71,3,36,77,91,18,93,79,71,87,18,19,44,62,73,97
ENSG00000232931,73,52,62,85,10,0,98,71,52,51,6,91,56,26,99,27,17,81
ENSG00000174501,72,70,55,31,2,90,61,37,34,44,99,41,49,100,4,8,37,63
ENSG00000231584,31,49,71,75,100,55,98,44,21,17,57,40,87,42,34,69,100,5
ENSG00000186281,80,71,100,68,34,91,19,89,46,95,69,97,18,18,84,74,80,82
ENSG00000222040,40,31,95,77,58,85,89,78,74,40,92,44,1,61,12,95,11,59
ENSG00000188886,88,28,72,92,86,28,83,99,94,86,44,71,40,36,36,44,13,37
ENSG00000158050,53,64,50,65,32,74,68,48,46,58,17,18,10,40,77,40,12,54
ENSG00000084090,3,21,5,75,75,54,11,76,47,83,99,80,43,64,96,64,56,40
ENSG00000204685,81,57,72,9,45,8,17,70,65,70,2,98,21,28,52,8,94,52
ENSG00000135956,76,15,67,2,19,63,26,78,75,70,48,12,15,25,80,83,41,83
ENSG00000144021,9,22,50,11,57,89,94,14,79,69,16,26,54,56,36,56,76,59
ENSG00000144028,81,63,25,78,26,6,76,90,76,18,88,28,90,41,51,66,54,26
ENSG00000230747,58,59,51,96,87,16,5,81,31,81,57,59,64,32,61,92,28,52
ENSG00000198885,72,30,14,51,16,88,90,82,10,16,56,77,98,9,95,70,83,73
ENSG00000121152,82,85,27,99,24,27,94,50,91,66,61,48,18,91,23,23,86,54
ENSG00000196843,40,75,24,60,5,26,52,97,8,7,28,50,90,19,48,33,57,23
ENSG00000114982,42,67,69,3,65,81,82,71,98,93,49,34,10,0,85,57,20,27
ENSG00000249715,54,92,60,99,68,55,81,98,10,88,78,15,40,92,25,43,82,70
ENSG00000114988,7,27,29,25,11,88,99,97,32,25,49,28,35,90,82,62,26,36
ENSG00000158158,94,71,26,5,78,71,97,78,86,64,39,40,93,12,71,8,32,84
ENSG00000273265,9,8,73,93,16,22,85,58,58,19,30,16,47,76,52,14,17,51
ENSG00000168763,32,18,62,47,22,8,26,35,76,23,72,31,83,37,48,50,20,68
ENSG00000163126,40,34,32,28,88,58,40,55,50,99,89,27,50,37,52,32,63,83
ENSG00000213337,47,43,62,77,99,2,99,93,65,50,51,47,84,17,68,31,93,61
ENSG00000168758,45,80,49,67,64,21,87,81,37,93,40,95,25,81,0,38,70,93
ENSG00000168754,93,48,0,95,63,5,14,100,39,50,86,37,23,71,41,19,33,48
ENSG00000188383,86,33,8,28,21,53,50,94,39,75,96,31,72,13,62,0,66,50
ENSG00000144199,87,24,26,52,29,15,16,37,13,100,8,19,100,72,0,27,34,75
ENSG00000135976,81,10,53,68,90,61,20,90,23,88,100,86,38,82,54,94,12,40
ENSG00000230606,82,29,58,17,97,20,6,70,65,75,25,88,19,19,43,78,98,67
ENSG00000241481,17,19,52,71,39,41,64,15,61,53,51,39,36,36,63,26,70,67
ENSG00000196912,9,96,78,5,50,15,59,59,78,98,75,15,61,5,9,10,99,54
ENSG00000135940,69,58,8,16,1,68,59,65,100,7,48,31,1,20,19,79,52,33
ENSG00000115073,91,73,45,11,8,70,85,74,80,30,23,4,42,17,75,23,75,7
ENSG00000228486,68,49,17,79,13,29,64,18,59,46,35,90,64,64,9,81,30,38
ENSG00000115085,21,83,77,78,97,95,80,35,49,62,25,53,25,34,10,42,20,29
ENSG00000075568,1,60,45,21,84,89,43,11,41,49,58,62,70,28,49,64,46,20
ENSG00000235734,37,63,80,100,10,26,83,0,4,3,88,10,58,39,44,20,40,32
ENSG00000040933,63,56,18,7,60,15,19,25,14,78,90,26,24,37,36,2,89,96
ENSG00000183513,58,95,32,78,53,15,18,58,41,23,95,60,11,95,77,57,17,27
ENSG00000115446,60,89,53,7,79,9,82,2,50,52,29,10,57,80,80,59,92,37
ENSG00000071073,11,93,17,34,68,24,75,56,75,60,17,2,45,82,58,20,35,56
ENSG00000135951,56,88,100,23,81,70,85,18,98,58,9,79,95,68,35,5,84,45
ENSG00000231822,41,61,35,28,5,96,56,0,45,28,77,96,16,94,78,33,33,14
ENSG00000241962,82,83,99,22,60,15,99,100,6,23,0,20,61,39,91,52,66,66
ENSG00000273045,76,89,10,74,34,49,48,78,89,89,74,5,83,92,11,76,41,83
ENSG00000144182,100,5,78,56,72,1,60,26,85,61,94,1,28,77,7,12,19,11
ENSG00000158411,25,33,88,77,55,58,39,27,75,26,92,82,36,2,80,85,12,39
ENSG00000185674,100,6,73,24,15,55,43,65,12,19,53,92,2,19,11,95,21,33
ENSG00000144214,40,8,57,71,46,78,20,72,77,65,15,23,6,78,68,8,9,77
ENSG00000115514,0,26,12,34,37,9,84,43,50,4,81,94,63,51,23,39,40,91
ENSG00000158417,53,60,78,82,36,60,15,46,0,61,13,6,69,31,76,68,53,85
ENSG00000135945,17,59,48,17,66,28,51,71,72,27,9,18,1,77,56,11,69,1
ENSG00000273306,93,41,93,29,26,99,4,4,58,72,23,71,49,30,5,95,88,50
ENSG00000144218,39,99,40,80,62,26,65,36,80,5,23,33,28,39,14,57,30,35
ENSG00000170500,35,95,51,100,39,31,45,78,72,81,63,76,55,97,78,72,53,10
ENSG00000115526,67,75,73,90,24,18,91,90,67,90,46,15,69,1,74,25,65,95
ENSG00000238029,96,26,52,47,94,56,41,5,47,88,49,51,22,52,9,15,100,99
ENSG00000204637,6,54,47,90,8,54,72,78,64,36,10,87,74,69,68,98,66,8
ENSG00000115539,25,60,51,35,84,44,45,92,100,1,87,78,85,32,52,29,80,56
ENSG00000170485,48,17,1,4,26,83,56,42,86,66,91,6,51,76,19,22,32,19
ENSG00000071082,17,15,86,1,52,12,43,87,48,48,91,49,19,87,69,28,51,39
ENSG00000204634,46,94,36,54,65,4,51,35,6,33,32,20,29,36,16,21,56,47
ENSG00000272902,45,36,54,60,7,99,86,5,30,27,89,89,14,53,7,38,18,9
ENSG00000158435,52,51,56,84,75,96,12,28,23,18,3,30,70,0,67,44,37,76
ENSG00000163162,19,90,76,7,71,16,59,14,79,26,16,93,77,48,19,11,92,86
ENSG00000175874,94,72,30,24,63,66,87,63,60,98,85,77,27,47,41,11,44,13
ENSG00000196460,63,70,67,0,53,2,25,4,14,89,7,70,37,92,18,38,37,15
ENSG00000071054,91,86,29,14,89,36,39,35,37,55,38,42,82,41,84,75,97,81
ENSG00000115594,50,89,52,13,49,79,45,38,76,12,73,48,47,21,91,32,78,86
ENSG00000135953,40,18,0,64,39,98,58,55,54,20,52,54,54,26,28,96,80,79
ENSG00000170417,38,29,0,1,58,94,52,95,21,30,71,62,72,96,87,27,32,9
ENSG00000235597,60,63,65,61,24,0,57,79,5,88,89,26,93,68,36,49,52,31
ENSG00000228528,94,38,70,39,35,47,100,77,86,75,18,38,61,29,39,50,53,21
ENSG00000233639,51,68,31,16,29,50,98,81,12,31,32,30,75,24,57,85,26,16
ENSG00000198914,11,63,81,96,95,51,67,90,39,39,61,32,54,30,59,84,19,61
ENSG00000229743,0,46,57,10,28,82,74,47,1,5,74,91,95,40,67,11,32,1
ENSG00000224509,49,90,33,45,17,3,80,34,87,74,38,67,54,49,59,90,22,18
ENSG00000135972,82,78,33,45,83,26,19,67,27,54,99,70,77,96,81,76,75,48
ENSG00000231851,89,84,98,38,76,8,84,96,37,98,38,23,16,42,1,62,23,85
ENSG00000226508,99,54,67,77,30,1,67,99,86,49,86,13,66,32,43,5,39,77
ENSG00000135966,33,42,59,21,72,16,3,12,18,41,77,29,29,49,20,10,74,99
ENSG00000272994,87,75,90,14,50,47,36,28,22,78,26,53,60,79,49,48,15,0
ENSG00000135974,78,14,78,60,43,9,58,31,23,71,15,67,86,93,74,77,77,14
ENSG00000115641,38,70,15,12,90,67,99,57,45,73,16,69,16,37,0,25,5,96
ENSG00000071051,39,97,47,58,46,47,24,38,54,23,1,44,77,90,49,22,96,27
ENSG00000119147,88,86,57,90,87,31,69,53,44,7,56,12,51,11,86,38,52,74
ENSG00000115652,100,40,10,72,63,2,74,89,66,97,7,41,15,69,55,13,30,81
ENSG00000224061,66,42,33,81,97,10,47,52,98,27,96,28,48,38,47,5,98,31
ENSG00000235486,61,14,79,50,19,6,60,25,76,88,72,23,90,81,5,69,50,48
ENSG00000240935,49,99,58,11,85,83,3,97,83,6,20,90,30,11,66,13,95,44
ENSG00000153165,79,63,14,70,12,70,73,31,65,68,8,86,53,44,69,50,76,3
ENSG00000237666,46,34,96,57,1,31,64,66,42,94,26,42,37,65,85,45,32,37
ENSG00000214199,38,20,71,29,55,60,6,30,53,56,62,35,15,62,48,64,89,24
ENSG00000144057,44,9,17,97,80,53,59,53,73,67,19,94,45,62,4,35,66,57
ENSG00000196862,57,96,4,56,89,30,76,92,13,89,59,90,87,36,30,49,91,64
ENSG00000235325,41,33,63,83,49,58,17,28,83,87,18,39,32,100,60,40,71,73
ENSG00000198203,37,2,39,78,40,85,92,4,58,74,30,25,72,95,38,19,42,6
ENSG00000198075,70,83,31,2,6,16,52,9,40,22,0,6,60,90,54,66,81,84
ENSG00000135968,62,19,42,71,85,25,38,86,23,31,3,91,22,73,38,70,3,38
ENSG00000214184,50,76,52,14,63,18,43,95,4,72,28,83,21,4,36,20,62,72
ENSG00000169756,27,35,58,80,56,85,9,45,85,16,18,25,47,5,57,30,89,91
ENSG00000153201,48,15,38,3,0,62,26,8,10,66,94,58,44,81,10,56,47,21
ENSG00000163006,48,23,81,78,37,71,42,83,49,88,84,53,83,96,79,84,87,97
ENSG00000227470,42,90,34,65,86,17,86,12,20,12,85,94,97,68,19,30,30,74
ENSG00000135960,100,37,54,60,34,20,92,92,13,6,30,21,21,94,32,70,85,26
ENSG00000172985,86,48,72,74,21,5,39,59,38,10,39,52,67,91,77,77,74,81
ENSG00000228551,13,100,29,93,87,31,13,47,91,83,55,84,16,64,46,65,2,79
ENSG00000186522,26,69,87,32,80,68,51,18,48,47,84,42,15,64,97,70,32,84
ENSG00000237916,87,33,27,44,10,53,46,29,15,58,64,91,17,22,4,100,64,15
ENSG00000198142,72,35,32,87,38,67,96,7,56,66,62,80,27,37,18,23,59,25
ENSG00000233707,82,76,49,40,95,39,71,68,17,68,55,97,25,69,70,75,88,46
ENSG00000015568,17,93,90,6,1,21,78,98,5,42,93,86,8,92,91,11,3,67
ENSG00000256977,54,97,84,5,27,76,33,1,80,100,7,84,86,4,54,78,15,95
ENSG00000186148,20,29,95,58,43,62,63,39,46,13,35,2,70,0,31,61,79,29
ENSG00000204588,33,85,95,72,41,55,92,50,75,58,5,78,17,48,82,35,76,64
ENSG00000144063,75,20,54,93,16,32,69,26,69,23,65,34,2,13,33,40,52,61
ENSG00000144061,89,32,93,9,27,6,90,58,15,16,16,84,61,44,34,19,77,25
ENSG00000261760,5,19,62,78,4,59,37,23,78,7,26,16,38,41,21,10,65,7
ENSG00000175772,52,49,94,9,85,84,31,32,0,0,83,82,56,77,90,27,60,85
ENSG00000257207,34,72,4,81,42,43,8,41,77,91,88,74,21,9,78,78,56,1
ENSG00000183054,63,54,34,78,91,31,42,31,19,27,91,75,31,62,31,24,18,81
ENSG00000216867,86,36,53,25,4,48,82,61,77,79,54,5,74,74,58,97,32,77
ENSG00000169679,91,75,92,46,95,45,25,42,31,12,20,15,74,10,20,45,27,33
ENSG00000153093,58,74,99,12,21,96,55,63,76,98,79,0,59,64,68,43,57,69
ENSG00000236330,85,88,20,59,66,96,100,60,64,14,68,35,23,89,89,39,31,43
ENSG00000204581,41,86,21,11,33,61,64,12,5,58,27,12,44,16,95,51,25,76
ENSG00000153094,4,91,17,67,92,1,55,64,44,63,33,75,87,99,100,11,56,2
ENSG00000172965,50,3,48,57,57,5,30,86,8,56,39,63,59,71,51,40,89,44
ENSG00000223973,48,20,31,85,72,90,55,45,5,27,18,85,83,96,57,11,61,59
ENSG00000153107,22,82,68,18,18,90,2,17,13,36,77,10,21,24,81,14,79,8
ENSG00000153208,44,77,31,13,100,42,1,100,93,66,77,87,79,26,54,0,41,19
ENSG00000225496,53,78,42,98,12,91,19,58,14,25,82,75,39,54,29,31,89,19
ENSG00000153214,74,57,65,47,89,96,34,78,17,93,47,62,8,64,18,3,33,25
ENSG00000144152,87,11,47,70,8,17,97,51,69,22,72,13,14,4,14,77,68,92
ENSG00000144161,72,59,77,36,94,61,7,11,22,31,24,38,33,8,93,14,66,87
ENSG00000188177,76,9,31,28,17,25,67,82,94,10,64,53,7,4,8,4,99,80
ENSG00000169629,60,40,76,92,6,32,49,27,8,96,90,17,81,24,95,28,92,33
ENSG00000114999,74,57,62,77,40,59,12,53,80,65,35,49,6,48,100,3,93,11
ENSG00000125630,31,34,55,77,58,41,66,49,54,23,99,100,10,67,7,45,32,75
ENSG00000125611,96,79,66,25,20,15,48,6,23,53,69,90,23,66,32,14,100,53
ENSG00000231747,17,17,27,33,27,35,71,70,22,24,47,31,41,4,21,51,3,48
ENSG00000237753,57,14,85,73,18,97,3,70,5,34,55,47,41,63,91,53,76,34
ENSG00000144136,44,11,59,72,59,12,34,33,68,55,46,71,8,34,96,18,79,73
ENSG00000169607,94,84,17,90,51,20,80,35,57,18,9,21,38,88,16,47,39,54
ENSG00000115008,34,54,36,49,31,19,4,78,41,69,0,68,66,82,15,37,5,34
ENSG00000180152,5,77,44,0,14,60,76,93,39,56,41,91,55,95,91,67,82,19
ENSG00000125637,7,51,16,18,61,96,40,7,42,80,92,7,99,58,99,54,96,32
ENSG00000189223,82,14,70,99,45,19,49,31,20,58,49,96,87,20,93,23,79,87
ENSG00000125618,87,76,73,83,89,92,4,57,26,19,59,86,98,18,96,17,7,90
ENSG00000136682,24,19,62,20,86,34,25,37,54,95,0,26,8,39,41,8,6,57
ENSG00000234148,67,86,45,4,64,92,14,35,39,81,86,12,69,90,25,67,52,26
ENSG00000221055,14,46,38,55,4,98,77,96,85,73,24,38,91,61,6,32,84,48
ENSG00000146556,15,61,28,16,90,87,3,68,95,78,2,67,46,45,75,81,84,65
ENSG00000236397,8,54,38,27,10,17,74,64,52,25,97,0,79,100,32,41,48,79
ENSG00000240356,90,33,31,76,77,32,84,32,6,77,95,71,53,14,24,62,9,3
ENSG00000144134,77,41,44,27,99,90,51,15,80,24,29,35,84,68,71,82,61,86
ENSG00000144158,1,90,34,37,65,12,17,79,100,78,89,66,1,97,84,87,6,50
ENSG00000115084,40,30,91,68,52,22,38,32,71,87,83,84,2,97,0,28,2,28
ENSG00000270019,38,88,68,68,66,92,64,5,58,15,32,2,62,90,65,61,20,82
ENSG00000115091,95,38,78,73,69,69,100,62,64,20,54,45,73,64,37,88,94,60
ENSG00000175497,97,55,7,88,5,41,37,88,2,27,76,34,31,29,42,81,28,11
ENSG00000235026,46,83,83,12,12,30,30,28,3,49,96,99,56,8,98,14,36,98
ENSG00000088205,90,41,7,90,95,17,59,56,0,81,47,56,1,42,77,12,8,2
ENSG00000236255,55,19,90,84,62,79,98,8,42,75,7,35,33,47,41,82,67,77
ENSG00000125633,11,60,68,91,44,19,7,22,53,19,3,0,74,10,76,7,27,83
ENSG00000125629,44,69,96,99,49,71,97,8,80,33,29,94,51,31,89,4,64,52
ENSG00000226856,60,97,65,99,83,15,35,35,80,68,70,86,21,16,89,13,31,76
ENSG00000144119,78,38,76,35,60,79,22,47,38,97,26,50,31,34,1,47,89,94
ENSG00000115107,41,71,92,47,32,20,66,1,63,67,40,2,8,44,22,65,82,100
ENSG00000186132,11,69,89,24,20,65,96,96,41,74,31,96,97,73,64,22,44,85
ENSG00000155368,46,64,100,85,62,96,33,28,69,19,26,48,47,83,9,97,1,30
ENSG00000171227,91,76,67,33,34,39,43,94,62,56,57,7,13,46,55,44,97,39
ENSG00000080293,45,11,99,35,43,89,35,88,8,63,8,34,67,46,60,86,88,7
ENSG00000231013,96,25,78,62,76,46,73,86,89,78,66,98,51,21,65,43,33,67
ENSG00000163075,10,69,78,37,35,97,0,20,75,47,54,68,82,66,54,9,91,16
ENSG00000144120,33,17,76,79,87,86,86,31,64,77,51,4,50,10,67,26,22,7
ENSG00000088179,62,14,95,12,90,18,10,67,85,86,8,36,82,7,51,58,59,75
ENSG00000115109,68,15,46,55,57,17,78,9,91,3,10,48,21,72,78,34,20,38
ENSG00000226479,66,79,84,76,31,50,74,77,32,61,11,46,39,2,66,43,86,77
ENSG00000144118,34,88,93,78,19,13,41,92,9,98,83,1,76,39,27,63,29,63
ENSG00000163083,85,47,37,80,47,91,81,64,43,22,22,34,69,12,86,42,6,80
ENSG00000074047,4,87,99,29,94,68,42,100,8,58,70,36,82,0,86,55,75,78
ENSG00000115112,93,88,70,53,77,88,37,64,15,7,38,47,81,48,55,18,81,52
ENSG00000074054,41,51,68,75,69,73,37,56,20,81,63,77,16,39,28,64,37,71
ENSG00000265451,32,30,98,59,49,41,55,43,47,72,24,5,76,36,86,82,24,63
ENSG00000236859,2,87,20,28,49,35,97,17,3,97,32,16,58,22,72,94,26,48
ENSG00000213239,40,41,21,64,0,26,88,26,65,31,79,20,100,73,19,78,12,48
ENSG00000155438,33,43,98,90,13,98,38,74,67,18,93,11,20,16,74,42,56,69
ENSG00000211460,32,69,97,29,24,75,19,62,19,27,97,100,29,93,41,85,78,24
ENSG00000155052,46,43,83,5,61,96,43,7,88,84,90,44,12,30,48,71,87,59
ENSG00000213236,58,5,1,16,96,96,23,9,35,32,48,12,82,14,83,30,93,89
ENSG00000136732,14,91,91,83,37,28,47,89,23,44,89,39,71,35,6,29,64,91
ENSG00000260163,11,46,20,16,6,76,14,60,13,26,82,3,63,14,77,54,31,12
ENSG00000136717,72,35,9,62,71,74,6,37,82,62,62,76,75,12,84,14,8,19
ENSG00000186684,72,80,58,93,64,37,14,72,43,7,92,49,44,87,39,19,0,99
ENSG00000226789,78,96,17,96,88,99,73,61,80,47,31,78,87,99,83,46,68,15
ENSG00000163161,68,17,69,42,75,42,69,5,65,53,12,95,77,20,71,44,33,35
ENSG00000169967,41,20,52,74,32,54,63,37,11,91,98,14,42,76,19,78,34,38
ENSG00000236682,47,14,72,36,90,41,64,11,29,70,0,74,80,3,92,17,2,68
ENSG00000115718,44,98,59,32,96,25,44,52,67,36,75,22,8,94,82,8,89,94
ENSG00000163166,3,95,56,9,65,72,80,58,91,21,51,100,0,47,33,28,56,33
ENSG00000231731,46,35,64,8,83,31,12,15,91,90,90,56,56,59,66,73,52,86
ENSG00000072163,59,77,28,64,9,80,76,56,64,0,55,96,70,64,32,64,18,99
ENSG00000136709,98,3,8,51,20,70,92,9,68,75,95,12,60,9,73,97,16,2
ENSG00000270081,37,76,17,32,48,65,51,24,94,10,88,36,68,99,18,41,43,80
ENSG00000144231,15,51,82,2,89,65,99,85,89,67,12,45,99,45,15,93,1,87
ENSG00000144233,25,17,80,93,65,46,59,5,72,0,58,32,93,23,36,60,32,68
ENSG00000272667,82,92,43,85,4,91,85,87,58,78,44,73,67,65,25,51,51,54
ENSG00000136715,3,33,8,16,20,56,7,96,1,87,5,27,71,69,41,47,73,49
ENSG00000136731,91,49,87,80,25,1,74,41,57,4,6,57,91,73,68,93,100,43
ENSG00000136720,9,1,77,17,50,84,3,12,95,71,98,85,84,76,94,32,65,88
ENSG00000229536,0,75,32,100,88,39,6,12,38,6,100,76,96,41,39,26,65,91
ENSG00000222014,1,52,52,19,62,77,69,74,53,58,20,3,30,74,65,11,27,79
ENSG00000180178,85,36,39,20,2,36,20,63,73,70,32,66,69,76,70,35,58,24
ENSG00000217289,71,1,46,77,2,81,89,39,1,23,43,20,3,28,39,38,86,3
ENSG00000231240,41,54,57,68,17,63,64,6,88,57,77,18,69,49,35,18,13,71
ENSG00000196604,82,78,26,77,36,22,49,28,56,42,15,68,11,33,73,33,67,17
ENSG00000223760,93,89,93,34,82,18,91,21,2,90,78,71,92,98,16,34,21,12
ENSG00000152076,73,69,94,23,38,42,17,4,36,85,37,89,26,99,84,74,50,3
ENSG00000136699,54,29,5,62,10,3,7,56,60,52,54,86,85,74,97,83,71,60
ENSG00000152082,38,85,74,21,47,89,43,78,52,79,53,42,27,70,12,16,43,51
ENSG00000227632,65,78,71,11,85,29,9,17,23,27,40,21,53,52,77,65,52,13
ENSG00000230756,44,92,64,60,97,32,40,15,89,49,40,77,44,92,85,53,35,66
ENSG00000213225,9,75,36,7,56,16,46,52,55,52,5,53,64,87,100,32,3,27
ENSG00000136710,5,59,82,12,93,78,6,81,20,84,27,36,61,21,38,75,4,41
ENSG00000136718,96,5,10,2,79,39,26,63,91,50,11,79,100,20,8,27,77,68
ENSG00000072135,40,61,4,97,96,89,32,30,81,42,84,93,59,18,68,19,89,68
ENSG00000178162,34,100,43,22,3,99,60,77,99,32,19,79,49,61,17,71,55,34
ENSG00000239402,8,61,88,73,84,14,57,39,27,89,8,51,7,75,39,56,52,68
ENSG00000196834,74,25,98,22,79,11,90,62,52,55,17,54,63,47,27,82,92,7
ENSG00000152093,75,42,28,73,20,33,77,0,50,76,87,33,86,13,64,72,27,43
ENSG00000136698,75,47,52,71,83,49,60,67,38,99,5,49,90,0,35,39,27,20
ENSG00000222038,52,52,18,41,74,86,99,33,63,55,78,52,70,33,87,5,52,67
ENSG00000214081,94,69,37,31,38,77,88,2,75,58,66,57,49,70,97,36,29,58
ENSG00000240253,32,6,64,73,100,92,37,4,50,27,78,25,90,35,45,78,85,78
ENSG00000178171,7,17,42,28,31,17,85,5,38,92,61,80,67,22,97,100,93,24
ENSG00000233221,92,73,80,17,91,6,94,78,70,19,83,61,14,17,15,81,73,50
ENSG00000136002,16,17,65,90,58,29,9,69,60,96,9,50,42,41,34,17,78,81
ENSG00000152102,42,15,71,61,10,10,22,88,8,37,82,21,32,2,1,12,20,68
ENSG00000115762,65,54,15,90,12,29,85,61,27,28,98,93,63,7,96,41,72,35
ENSG00000230450,22,49,75,35,11,58,67,62,14,25,1,70,29,80,10,33,45,62
ENSG00000236956,24,39,44,100,91,42,98,99,13,72,34,50,62,90,24,10,64,11
ENSG00000248796,87,56,61,15,19,29,56,34,54,5,12,75,14,55,72,24,36,28
ENSG00000188219,20,96,51,55,40,92,47,47,58,74,75,8,94,85,4,79,11,19
ENSG00000178206,76,81,66,24,26,31,57,50,98,1,73,72,17,53,11,64,33,59
ENSG00000231431,79,54,64,21,54,73,41,96,20,36,65,98,55,79,60,53,50,54
ENSG00000236516,58,36,81,37,35,50,86,7,87,92,1,37,76,28,60,100,84,73
ENSG00000224425,26,23,83,95,26,15,42,80,21,86,9,50,44,48,44,37,74,86
ENSG00000233087,60,27,97,70,72,6,57,65,1,14,51,54,19,100,36,68,50,47
ENSG00000214077,47,14,75,75,63,94,55,27,79,4,7,74,76,10,72,25,56,69
ENSG00000217950,66,58,14,90,27,93,92,7,29,14,99,27,22,46,27,73,78,92
ENSG00000232742,37,18,36,12,66,19,20,42,88,28,77,64,85,78,49,0,45,91
ENSG00000273073,76,49,89,2,19,60,43,50,67,83,1,84,82,64,34,66,25,98
ENSG00000173272,52,4,44,1,25,47,55,36,65,8,16,39,59,65,13,64,8,7
ENSG00000075886,4,66,52,48,2,63,66,98,23,17,70,85,29,85,66,94,62,88
ENSG00000152117,41,92,49,19,43,24,97,48,83,24,97,1,62,23,4,38,33,35
ENSG00000163040,3,86,69,50,49,65,49,82,53,40,48,70,65,28,22,55,73,98
ENSG00000224679,51,89,10,81,87,34,1,10,47,74,97,73,94,36,59,99,83,62
ENSG00000204434,52,57,55,95,72,69,53,1,26,79,1,13,59,83,57,83,67,60
ENSG00000224559,34,95,31,61,80,11,39,77,63,39,57,14,34,1,30,1,80,92
ENSG00000197927,22,21,15,48,59,73,18,53,11,77,41,69,13,48,75,8,29,0
ENSG00000213222,34,55,26,64,81,78,68,91,31,61,5,36,62,23,44,35,26,16
ENSG00000163046,27,77,42,73,63,51,22,15,63,97,45,15,48,34,44,64,82,98
ENSG00000233786,58,90,28,28,46,6,91,93,82,76,41,41,12,83,43,21,66,87
ENSG00000272769,91,88,29,51,82,20,90,19,67,49,19,66,55,25,62,65,7,16
ENSG00000230992,2,76,65,57,39,71,91,76,78,24,39,19,80,52,55,74,65,97
ENSG00000183840,33,51,75,94,46,93,79,21,80,10,89,61,25,62,33,37,46,67
ENSG00000150551,88,31,85,11,29,64,9,85,36,46,63,27,44,58,63,8,32,33
ENSG00000176771,54,86,20,10,45,61,37,6,1,3,30,71,31,50,74,64,79,93
ENSG00000226953,84,78,67,56,7,35,67,41,36,85,17,39,70,57,97,81,88,66
ENSG00000152127,78,30,47,91,42,3,56,25,36,86,34,40,98,47,90,3,3,4
ENSG00000152128,60,60,36,62,52,83,98,65,51,59,2,16,89,9,69,60,68,44
ENSG00000224043,49,52,42,91,85,77,80,35,65,39,82,39,47,63,72,62,46,5
ENSG00000153086,53,90,17,52,50,32,55,27,1,58,13,27,39,66,55,7,23,84
ENSG00000082258,45,13,88,61,92,13,41,53,11,28,48,100,29,14,22,56,92,66
ENSG00000115839,12,6,44,6,69,72,28,0,36,74,27,69,0,75,5,96,55,74
ENSG00000121988,82,27,83,88,31,43,5,21,67,10,79,6,45,65,62,88,51,42
ENSG00000235651,7,20,29,58,98,2,5,37,98,31,48,16,3,0,88,56,18,76
ENSG00000048991,8,88,78,89,100,92,28,11,97,82,80,7,98,32,21,8,41,9
ENSG00000144224,99,43,79,89,62,35,30,85,73,4,56,0,64,91,60,100,71,68
ENSG00000076003,2,30,44,1,78,70,73,29,63,49,80,93,25,15,22,2,67,82
